Level,Date and Time,Source,Event ID,Task Category
Warning,15-Sep-20 11:24:38 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.423_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 11:24:38 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9N9W33352L39-NCHSoftware.DebutVideoRecorderFree
Information,15-Sep-20 11:24:37 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9N9W33352L39-NCHSoftware.DebutVideoRecorderFree
Information,15-Sep-20 11:24:36 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\NCHSoftware.DebutVideoRecorderFree_6.3.8.0_x86__7kedsbyvzns34\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,15-Sep-20 11:24:34 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,15-Sep-20 11:10:22 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\sakov\AppData\Local\Packages\57506winuwp.ScreenRecorderProForWin10_2h241tqkdbv36\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Warning,15-Sep-20 11:10:18 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.423_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 11:10:18 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9N27GQ6MLS5S-57506winuwp.ScreenRecorderProForWin10
Information,15-Sep-20 11:10:18 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9N27GQ6MLS5S-57506winuwp.ScreenRecorderProForWin10
Information,15-Sep-20 11:10:17 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\57506winuwp.ScreenRecorderProForWin10_2.0.2.0_x86__2h241tqkdbv36\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,15-Sep-20 11:10:10 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,15-Sep-20 10:29:11 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,15-Sep-20 10:29:11 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 10:02:02 AM,Microsoft-Windows-Ntfs,98,None,Volume ?? (\Device\HarddiskVolumeShadowCopy2) is healthy.  No action is needed.
Information,15-Sep-20 9:50:50 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from pieprasīt startēšanu to startēt automātiski.
Warning,15-Sep-20 8:16:42 AM,Microsoft-Windows-DistributedCOM,10016,None,"The machine-default permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{C2F03A33-21F5-47FA-B4BB-156362A2F239}
 and APPID 
{316CDED5-E4AE-4B15-9113-7055D84DCC97}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.Windows.ShellExperienceHost_10.0.19041.423_neutral_neutral_cw5n1h2txyewy SID (S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 8:15:05 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from startēt automātiski to pieprasīt startēšanu.
Warning,15-Sep-20 8:14:22 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 8:12:00 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from pieprasīt startēšanu to startēt automātiski.
Warning,15-Sep-20 8:10:59 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 8:10:52 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NFFX4SZZ23L-Microsoft.549981C3F5F10
Information,15-Sep-20 8:10:51 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NFFX4SZZ23L-Microsoft.549981C3F5F10
Information,15-Sep-20 8:10:50 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.549981C3F5F10_2.2009.2711.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,15-Sep-20 8:10:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,15-Sep-20 8:10:48 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,15-Sep-20 8:10:35 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from startēt automātiski to pieprasīt startēšanu.
Information,15-Sep-20 8:09:06 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: Drošības informācijas atjauninājums produktam Microsoft Defender Antivirus - KB2267602 (versija 1.323.1189.0)
Information,15-Sep-20 8:09:01 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: Drošības informācijas atjauninājums produktam Microsoft Defender Antivirus - KB2267602 (versija 1.323.1189.0)
Information,15-Sep-20 8:09:01 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,15-Sep-20 8:08:30 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from pieprasīt startēšanu to startēt automātiski.
Information,15-Sep-20 8:07:47 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from startēt automātiski to pieprasīt startēšanu.
Warning,15-Sep-20 8:05:57 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container SpotifyAB.SpotifyMusic_1.141.634.0_x86__zpdnekdrzrea0 SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,15-Sep-20 8:05:55 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,15-Sep-20 8:05:53 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-C1R04V7\sakov SID (S-1-5-21-1674230623-2899171402-1259877898-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,15-Sep-20 8:05:34 AM,Netwtw08,6062,None,6062 - Lso was triggered
Information,15-Sep-20 8:05:32 AM,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2020‎-‎09‎-‎14T04:27:07.558602200Z
Wake Time: ‎2020‎-‎09‎-‎15T15:05:30.988307200Z

Wake Source: Unknown"
Warning,15-Sep-20 8:05:31 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,15-Sep-20 8:05:31 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,15-Sep-20 8:05:31 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,15-Sep-20 8:05:31 AM,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,15-Sep-20 8:05:30 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,15-Sep-20 8:05:30 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,15-Sep-20 8:05:30 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,15-Sep-20 8:05:30 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,15-Sep-20 8:05:30 AM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,15-Sep-20 8:05:30 AM,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,15-Sep-20 8:05:30 AM,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,15-Sep-20 8:05:30 AM,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,15-Sep-20 8:05:29 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2020‎-‎09‎-‎15T15:05:29.500000000Z from ‎2020‎-‎09‎-‎14T04:27:11.069579900Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4)."
Information,13-Sep-20 9:27:11 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,15-Sep-20 8:05:30 AM,EventLog,6013,None,The system uptime is 409860 seconds.
Information,13-Sep-20 9:27:09 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,13-Sep-20 9:27:07 PM,Microsoft-Windows-Kernel-Power,187,(243),User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,13-Sep-20 9:27:07 PM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,13-Sep-20 9:27:04 PM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from pieprasīt startēšanu to startēt automātiski.
